top_k_setting,model_kind,temperature,method,n,coverage,acc,acc_within1,acc_within2,mae,rmse,score_inv1p_abs
none,reasoning,0.1,cluster_mean_median_wsize,352,0.9943502824858758,0.3806818181818182,0.7045454545454546,0.8068181818181818,4.0635520104895107e+27,7.623899356344872e+28,0.6028331032029768
none,reasoning,0.1,cluster_mean_median_wsqrt,352,0.9943502824858758,0.3806818181818182,0.7130681818181818,0.8210227272727273,10.673295454545455,89.58352184617233,0.605940376067088
none,reasoning,0.1,cluster_mean_mode,352,0.9943502824858758,0.4090909090909091,0.7244318181818182,0.8153409090909091,6.818181818181818,64.06326773375889,0.6213193865680728
none,reasoning,0.1,cluster_mean_mode_wsize,352,0.9943502824858758,0.3778409090909091,0.7017045454545454,0.8039772727272727,4.0635520104895107e+27,7.623899356344872e+28,0.6005575063251072
none,reasoning,0.1,cluster_mean_mode_wsqrt,352,0.9943502824858758,0.3806818181818182,0.7073863636363636,0.8096590909090909,4.0635520104895107e+27,7.623899356344872e+28,0.6033037184463192
none,reasoning,0.1,cluster_median_mean,352,0.9943502824858758,0.4119318181818182,0.7159090909090909,0.8039772727272727,6.1022727272727275,45.706698335443924,0.6199547570874882
none,reasoning,0.1,cluster_median_mean_wsize,352,0.9943502824858758,0.45454545454545453,0.7301136363636364,0.8295454545454546,4.565340909090909,25.746524478602403,0.6490590663794994
none,reasoning,0.1,cluster_median_mean_wsqrt,352,0.9943502824858758,0.42613636363636365,0.7215909090909091,0.8238636363636364,5.451704545454546,34.83887425119975,0.631386321640361
none,reasoning,0.1,cluster_median_median,352,0.9943502824858758,0.4431818181818182,0.7414772727272727,0.8238636363636364,3.4375,15.480376140602834,0.6439638587148828
none,reasoning,0.1,cluster_median_median_wsize,352,0.9943502824858758,0.4602272727272727,0.7443181818181818,0.8352272727272727,3.7869318181818183,19.24313632063509,0.6561726425659048
none,reasoning,0.1,cluster_median_median_wsqrt,352,0.9943502824858758,0.45738636363636365,0.7528409090909091,0.8465909090909091,3.7301136363636362,19.091957492857848,0.6569202913273663
none,reasoning,0.1,cluster_median_mode,352,0.9943502824858758,0.45170454545454547,0.7443181818181818,0.8267045454545454,4.142045454545454,19.800998597407794,0.6483873613137997
none,reasoning,0.1,cluster_median_mode_wsize,352,0.9943502824858758,0.4602272727272727,0.7414772727272727,0.8323863636363636,3.7982954545454546,19.24535067820986,0.6552809127679251
none,reasoning,0.1,cluster_median_mode_wsqrt,352,0.9943502824858758,0.4630681818181818,0.75,0.8409090909090909,3.7755681818181817,19.24239814481647,0.6588715062022685
none,reasoning,0.1,cluster_mode_mean,352,0.9943502824858758,0.3977272727272727,0.71875,0.8125,6.079545454545454,46.390205176994385,0.6145497143108168
none,reasoning,0.1,cluster_mode_mean_wsize,352,0.9943502824858758,0.4460227272727273,0.7329545454545454,0.8323863636363636,4.548295454545454,25.975895732215072,0.6457249081491193
none,reasoning,0.1,cluster_mode_mean_wsqrt,352,0.9943502824858758,0.4119318181818182,0.7329545454545454,0.8295454545454546,5.423295454545454,35.2977191511396,0.6270824353533135
none,reasoning,0.1,cluster_mode_median,352,0.9943502824858758,0.4375,0.75,0.8295454545454546,3.309659090909091,15.113115165312545,0.6434544500586825
none,reasoning,0.1,cluster_mode_median_wsize,352,0.9943502824858758,0.44886363636363635,0.75,0.8352272727272727,3.7642045454545454,19.165472624203424,0.6513672330027744
none,reasoning,0.1,cluster_mode_median_wsqrt,352,0.9943502824858758,0.4460227272727273,0.7585227272727273,0.8465909090909091,3.7045454545454546,19.0109119383388,0.6521649973683289
none,reasoning,0.1,cluster_mode_mode,352,0.9943502824858758,0.4460227272727273,0.7556818181818182,0.8323863636363636,3.7982954545454546,18.99259724208356,0.6491855838583119
none,reasoning,0.1,cluster_mode_mode_wsize,352,0.9943502824858758,0.44886363636363635,0.7471590909090909,0.8323863636363636,3.772727272727273,19.166584321298735,0.6505149602755017
none,reasoning,0.1,cluster_mode_mode_wsqrt,352,0.9943502824858758,0.45170454545454547,0.75,0.8380681818181818,3.7613636363636362,19.16554673934928,0.652882384517926
none,reasoning,0.1,dedup_k_mean,352,0.9943502824858758,0.3125,0.6193181818181818,0.7443181818181818,4.8023796487603303e+27,9.010062875680304e+28,0.5441869983515175
none,reasoning,0.1,dedup_k_median,352,0.9943502824858758,0.375,0.6931818181818182,0.8011363636363636,3.8892045454545454,18.061369499066736,0.6003395339857732
none,reasoning,0.1,dedup_k_mode,352,0.9943502824858758,0.4005681818181818,0.7045454545454546,0.7954545454545454,3.7556818181818183,17.463110469579217,0.614469513094108
none,reasoning,0.1,dedup_text_mean,352,0.9943502824858758,0.39488636363636365,0.6960227272727273,0.8068181818181818,2.641308806818182e+27,4.955534581624167e+28,0.6073416466882671
none,reasoning,0.1,dedup_text_median,352,0.9943502824858758,0.4630681818181818,0.75,0.8352272727272727,3.7670454545454546,19.200793070742016,0.6579934409185063
none,reasoning,0.1,dedup_text_mode,352,0.9943502824858758,0.45738636363636365,0.7556818181818182,0.8323863636363636,3.7642045454545454,19.152127225786884,0.6557206431114747
none,reasoning,0.1,mean,352,0.9943502824858758,0.39488636363636365,0.6960227272727273,0.8068181818181818,2.641308806818182e+27,4.955534581624167e+28,0.6073427612947842
none,reasoning,0.1,median,352,0.9943502824858758,0.4630681818181818,0.75,0.8352272727272727,3.7670454545454546,19.200793070742016,0.6579934409185063
none,reasoning,0.1,mode,352,0.9943502824858758,0.45738636363636365,0.7556818181818182,0.8323863636363636,3.7642045454545454,19.152127225786884,0.6557206431114747
none,reasoning,0.1,trimmed_mean_10,352,0.9943502824858758,0.42045454545454547,0.7272727272727273,0.8323863636363636,3.3817578125e+26,6.344740055862402e+27,0.6318326015529425
none,reasoning,0.1,winsor_mean_10,352,0.9943502824858758,0.4147727272727273,0.7215909090909091,0.8267045454545454,7.50712784090909e+26,1.4084620294403691e+28,0.6268209302948148
none,reasoning,0.4,cluster_mean_mean,353,0.9971751412429378,0.37110481586402266,0.660056657223796,0.7507082152974505,2.236469360369763e+27,4.2019444374659165e+28,0.5816010419189199
none,reasoning,0.4,cluster_mean_mean_wsize,353,0.9971751412429378,0.3881019830028329,0.6912181303116147,0.7960339943342776,2.1246458923512746e+27,3.991847215592621e+28,0.6028024100871217
none,reasoning,0.4,cluster_mean_mean_wsqrt,353,0.9971751412429378,0.37110481586402266,0.6798866855524079,0.7563739376770539,2.1887770602155915e+27,4.112338740694984e+28,0.587625051925629
none,reasoning,0.4,cluster_mean_median,353,0.9971751412429378,0.4164305949008499,0.6968838526912181,0.8045325779036827,162056.10198300282,3044684.2223486016,0.6206396956586999
none,reasoning,0.4,cluster_mean_median_wsize,353,0.9971751412429378,0.4192634560906516,0.7138810198300283,0.8016997167138811,324108.10198300285,6089368.444615784,0.6252649953616004
none,reasoning,0.4,cluster_mean_median_wsqrt,353,0.9971751412429378,0.42492917847025496,0.7110481586402266,0.8016997167138811,324108.0906515581,6089368.444615855,0.6279596614424128
none,reasoning,0.4,cluster_mean_mode,353,0.9971751412429378,0.43342776203966005,0.7110481586402266,0.8016997167138811,4.186968838526912,18.808864163069916,0.6311676266943497
none,reasoning,0.4,cluster_mean_mode_wsize,353,0.9971751412429378,0.42776203966005666,0.7110481586402266,0.8016997167138811,324108.0906515581,6089368.444615774,0.6290817640508903
none,reasoning,0.4,cluster_mean_mode_wsqrt,353,0.9971751412429378,0.43059490084985835,0.7223796033994334,0.8101983002832861,324108.0821529745,6089368.444615864,0.6329452723062106
none,reasoning,0.4,cluster_median_mean,353,0.9971751412429378,0.3909348441926346,0.6742209631728046,0.7677053824362606,2.236469360369763e+27,4.2019444374659165e+28,0.5973609483285873
none,reasoning,0.4,cluster_median_mean_wsize,353,0.9971751412429378,0.4192634560906516,0.7365439093484419,0.830028328611898,2.1246458923512746e+27,3.991847215592621e+28,0.6323653034478611
none,reasoning,0.4,cluster_median_mean_wsqrt,353,0.9971751412429378,0.3937677053824363,0.7025495750708215,0.7903682719546742,2.1887770602155915e+27,4.112338740694984e+28,0.6086340547332928
none,reasoning,0.4,cluster_median_median,353,0.9971751412429378,0.43626062322946174,0.71671388101983,0.8215297450424929,194681.26345609064,3657656.579503358,0.6375111790325652
none,reasoning,0.4,cluster_median_median_wsize,353,0.9971751412429378,0.47875354107648727,0.7592067988668555,0.8555240793201133,389357.9886685552,7315313.15893119,0.6712329339153931
none,reasoning,0.4,cluster_median_median_wsqrt,353,0.9971751412429378,0.48725212464589235,0.7592067988668555,0.8555240793201133,389358.26062322943,7315313.158935955,0.6759779467036926
none,reasoning,0.4,cluster_median_mode,353,0.9971751412429378,0.45892351274787535,0.7393767705382436,0.8356940509915014,3.8923512747875355,19.55670190075841,0.6552646885194569
none,reasoning,0.4,cluster_median_mode_wsize,353,0.9971751412429378,0.48441926345609065,0.7592067988668555,0.8555240793201133,389357.98583569407,7315313.158931193,0.674015208298234
none,reasoning,0.4,cluster_median_mode_wsqrt,353,0.9971751412429378,0.49008498583569404,0.7620396600566572,0.8555240793201133,389358.2776203966,7315313.158935974,0.6772782921487639
none,reasoning,0.4,cluster_mode_mean,353,0.9971751412429378,0.37393767705382436,0.6770538243626062,0.7620396600566572,2.236469360369763e+27,4.2019444374659165e+28,0.5878384738579585
none,reasoning,0.4,cluster_mode_mean_wsize,353,0.9971751412429378,0.41076487252124644,0.7337110481586402,0.8186968838526912,2.1246458923512746e+27,3.991847215592621e+28,0.6258829497772687
none,reasoning,0.4,cluster_mode_mean_wsqrt,353,0.9971751412429378,0.38526912181303113,0.7053824362606232,0.7875354107648725,2.1887770602155915e+27,4.112338740694984e+28,0.6033788210138642
none,reasoning,0.4,cluster_mode_median,353,0.9971751412429378,0.42776203966005666,0.7138810198300283,0.8101983002832861,194681.30878186968,3657655.4617864005,0.6309388036253903
none,reasoning,0.4,cluster_mode_median_wsize,353,0.9971751412429378,0.4730878186968839,0.7563739376770539,0.8385269121813032,389357.8583569405,7315310.870271573,0.665476740777223
none,reasoning,0.4,cluster_mode_median_wsqrt,353,0.9971751412429378,0.47592067988668557,0.7620396600566572,0.8385269121813032,389358.2266288952,7315310.870276978,0.6684263620186917
none,reasoning,0.4,cluster_mode_mode,353,0.9971751412429378,0.4475920679886686,0.7308781869688386,0.8130311614730878,389359.00566572236,7315310.87028035,0.6427281796900063
none,reasoning,0.4,cluster_mode_mode_wsize,353,0.9971751412429378,0.47875354107648727,0.7563739376770539,0.8385269121813032,389357.85269121814,7315310.870271573,0.6683096019670246
none,reasoning,0.4,cluster_mode_mode_wsqrt,353,0.9971751412429378,0.48441926345609065,0.7620396600566572,0.8385269121813032,389358.24079320114,7315310.870276997,0.6719963688694017
none,reasoning,0.4,dedup_k_mean,353,0.9971751412429378,0.3087818696883853,0.5920679886685553,0.6940509915014165,3.862992531547772e+27,7.25790402835022e+28,0.5283473488001798
none,reasoning,0.4,dedup_k_median,353,0.9971751412429378,0.35694050991501414,0.6770538243626062,0.7988668555240793,389359.18413597735,7315313.158938516,0.5861730794445535
none,reasoning,0.4,dedup_k_mode,353,0.9971751412429378,0.37677053824362605,0.6827195467422096,0.7960339943342776,389359.342776204,7315310.870283201,0.5961848648377481
none,reasoning,0.4,dedup_text_mean,353,0.9971751412429378,0.41076487252124644,0.6940509915014165,0.7847025495750708,2.1246458923512746e+27,3.991847215592621e+28,0.6137315061428195
none,reasoning,0.4,dedup_text_median,353,0.9971751412429378,0.49291784702549574,0.7677053824362606,0.8526912181303116,389358.13597733714,7315310.870276843,0.6798397898488696
none,reasoning,0.4,dedup_text_mode,353,0.9971751412429378,0.49008498583569404,0.7705382436260623,0.8385269121813032,3.5155807365439093,18.92680099842534,0.6773078106333199
none,reasoning,0.4,mean,353,0.9971751412429378,0.41076487252124644,0.6940509915014165,0.7847025495750708,2.1246458923512746e+27,3.991847215592621e+28,0.6137315061428195
none,reasoning,0.4,median,353,0.9971751412429378,0.49291784702549574,0.7677053824362606,0.8526912181303116,389358.13597733714,7315310.870276843,0.6798397898488696
none,reasoning,0.4,mode,353,0.9971751412429378,0.49008498583569404,0.7705382436260623,0.8385269121813032,3.5155807365439093,18.92680099842534,0.6773078106333199
none,reasoning,0.4,trimmed_mean_10,353,0.9971751412429378,0.4475920679886686,0.7138810198300283,0.8158640226628895,277807.9886685552,5219458.65923439,0.6412072591440593
none,reasoning,0.4,winsor_mean_10,353,0.9971751412429378,0.42776203966005666,0.7053824362606232,0.8016997167138811,277808.46458923514,5219458.659257456,0.6280567664281835
none,reasoning,0.7,cluster_mean_mean,353,0.9971751412429378,0.37393767705382436,0.6685552407932012,0.7790368271954674,388979.1416430595,7306798.590771873,0.5888417411870674
none,reasoning,0.7,cluster_mean_mean_wsize,353,0.9971751412429378,0.3881019830028329,0.6940509915014165,0.8101983002832861,389225.9093484419,7312414.8696519155,0.6042260471415175
none,reasoning,0.7,cluster_mean_mean_wsqrt,353,0.9971751412429378,0.37677053824362605,0.6685552407932012,0.8016997167138811,389095.7053824363,7309606.703044687,0.5930903398713604
none,reasoning,0.7,cluster_mean_median,353,0.9971751412429378,0.43342776203966005,0.7337110481586402,0.8271954674220963,389503.32577903685,7318031.181089757,0.6373431274866929
none,reasoning,0.7,cluster_mean_median_wsize,353,0.9971751412429378,0.43342776203966005,0.7082152974504249,0.8271954674220963,389503.2776203966,7318031.181086975,0.6338001951618266
none,reasoning,0.7,cluster_mean_median_wsqrt,353,0.9971751412429378,0.45325779036827196,0.7252124645892352,0.8328611898016998,389502.9660056657,7318031.181085403,0.6478449309071123
none,reasoning,0.7,cluster_mean_mode,353,0.9971751412429378,0.43626062322946174,0.7365439093484419,0.8328611898016998,389503.1869688385,7318031.181089308,0.6413451126200161
none,reasoning,0.7,cluster_mean_mode_wsize,353,0.9971751412429378,0.43059490084985835,0.7053824362606232,0.830028328611898,389503.2804532578,7318031.1810870115,0.6322890438732575
none,reasoning,0.7,cluster_mean_mode_wsqrt,353,0.9971751412429378,0.43909348441926344,0.7110481586402266,0.8271954674220963,389503.0254957507,7318031.181085543,0.6379933961781762
none,reasoning,0.7,cluster_median_mean,353,0.9971751412429378,0.40226628895184136,0.6940509915014165,0.7988668555240793,389004.88101983,7307289.268624731,0.6127765058488333
none,reasoning,0.7,cluster_median_mean_wsize,353,0.9971751412429378,0.40509915014164305,0.7393767705382436,0.8385269121813032,389277.26628895185,7313396.172143901,0.628269793566433
none,reasoning,0.7,cluster_median_mean_wsqrt,353,0.9971751412429378,0.3881019830028329,0.7110481586402266,0.8271954674220963,389134.1444759207,7310342.693218166,0.61326885983492
none,reasoning,0.7,cluster_median_median,353,0.9971751412429378,0.45042492917847027,0.7648725212464589,0.8413597733711048,389581.3654390935,7319503.161446255,0.6554019701813519
none,reasoning,0.7,cluster_median_median_wsize,353,0.9971751412429378,0.4730878186968839,0.7648725212464589,0.8583569405099151,389581.26345609064,7319503.161447308,0.6702344337650396
none,reasoning,0.7,cluster_median_median_wsqrt,353,0.9971751412429378,0.48441926345609065,0.773371104815864,0.8611898016997167,389581.24079320114,7319503.161447305,0.677626852488903
none,reasoning,0.7,cluster_median_mode,353,0.9971751412429378,0.45042492917847027,0.7620396600566572,0.8413597733711048,389581.44192634564,7319503.161446475,0.6545354108618274
none,reasoning,0.7,cluster_median_mode_wsize,353,0.9971751412429378,0.4702549575070821,0.7620396600566572,0.8555240793201133,389581.28611898015,7319503.161447357,0.6678576860018086
none,reasoning,0.7,cluster_median_mode_wsqrt,353,0.9971751412429378,0.47592067988668557,0.7620396600566572,0.8526912181303116,389581.2719546742,7319503.161447351,0.6708524249738848
none,reasoning,0.7,cluster_mode_mean,353,0.9971751412429378,0.39660056657223797,0.6940509915014165,0.7903682719546742,389002.5637393768,7307245.464729789,0.6086971621928504
none,reasoning,0.7,cluster_mode_mean_wsize,353,0.9971751412429378,0.41359773371104813,0.7365439093484419,0.8356940509915014,389272.6005665722,7313308.564402331,0.6305643915909906
none,reasoning,0.7,cluster_mode_mean_wsqrt,353,0.9971751412429378,0.3937677053824363,0.7138810198300283,0.8158640226628895,389130.6458923513,7310277.014017565,0.6145384211762445
none,reasoning,0.7,cluster_mode_median,353,0.9971751412429378,0.45609065155807366,0.7648725212464589,0.8385269121813032,389574.37393767707,7319371.749835906,0.6576063313925457
none,reasoning,0.7,cluster_mode_median_wsize,353,0.9971751412429378,0.48725212464589235,0.7648725212464589,0.8526912181303116,389574.29178470257,7319371.749836896,0.6753172588033108
none,reasoning,0.7,cluster_mode_median_wsqrt,353,0.9971751412429378,0.4985835694050991,0.7762039660056658,0.8583569405099151,389574.223796034,7319371.749836841,0.6839797039513419
none,reasoning,0.7,cluster_mode_mode,353,0.9971751412429378,0.45892351274787535,0.7620396600566572,0.8441926345609065,389574.3597733711,7319371.749835954,0.659411817771498
none,reasoning,0.7,cluster_mode_mode_wsize,353,0.9971751412429378,0.47875354107648727,0.7563739376770539,0.8526912181303116,389574.3172804533,7319371.749836938,0.6694893666540914
none,reasoning,0.7,cluster_mode_mode_wsqrt,353,0.9971751412429378,0.48441926345609065,0.7648725212464589,0.8526912181303116,389574.28611898015,7319371.749836926,0.674372679752702
none,reasoning,0.7,dedup_k_mean,353,0.9971751412429378,0.28611898016997167,0.5779036827195467,0.7110481586402266,389280.44192634564,7312414.878340179,0.5171162149023304
none,reasoning,0.7,dedup_k_median,353,0.9971751412429378,0.35127478753541075,0.6742209631728046,0.8385269121813032,389594.91218130314,7319503.166076996,0.5884467677107146
none,reasoning,0.7,dedup_k_mode,353,0.9971751412429378,0.37960339943342775,0.6912181303116147,0.8356940509915014,389574.388101983,7319371.749829875,0.6063345620857363
none,reasoning,0.7,dedup_text_mean,353,0.9971751412429378,0.39943342776203966,0.6940509915014165,0.8130311614730878,389225.8895184136,7312414.816427207,0.6101110494871345
none,reasoning,0.7,dedup_text_median,353,0.9971751412429378,0.48158640226628896,0.7875354107648725,0.8611898016997167,389581.23229461757,7319503.1614473,0.6786897579809196
none,reasoning,0.7,dedup_text_mode,353,0.9971751412429378,0.46742209631728043,0.7677053824362606,0.8498583569405099,389574.2946175637,7319371.749836887,0.6656222862997588
none,reasoning,0.7,mean,353,0.9971751412429378,0.39943342776203966,0.6940509915014165,0.8130311614730878,389225.8895184136,7312414.816427207,0.6101110494871345
none,reasoning,0.7,median,353,0.9971751412429378,0.48158640226628896,0.7875354107648725,0.8611898016997167,389581.23229461757,7319503.1614473,0.6786897579809196
none,reasoning,0.7,mode,353,0.9971751412429378,0.46742209631728043,0.7677053824362606,0.8498583569405099,389574.2946175637,7319371.749836887,0.6656222862997588
none,reasoning,0.7,trimmed_mean_10,353,0.9971751412429378,0.43909348441926344,0.7478753541076487,0.8356940509915014,389210.76203966007,7312414.812465377,0.6452564981329805
none,reasoning,0.7,winsor_mean_10,353,0.9971751412429378,0.42776203966005666,0.7280453257790368,0.8328611898016998,389215.6345609065,7312414.814119881,0.6354379948452534
none,reasoning,1.0,cluster_mean_mean,353,0.9971751412429378,0.34277620396600567,0.6317280453257791,0.7535410764872521,389573.4674220963,7319257.9025223395,0.559548880583333
none,reasoning,1.0,cluster_mean_mean_wsize,353,0.9971751412429378,0.37393767705382436,0.660056657223796,0.7705382436260623,389572.0821529745,7319257.902472319,0.5847561875228394
none,reasoning,1.0,cluster_mean_mean_wsqrt,353,0.9971751412429378,0.3597733711048159,0.6487252124645893,0.7563739376770539,389572.62606232293,7319257.902486097,0.5727035281729913
none,reasoning,1.0,cluster_mean_median,353,0.9971751412429378,0.44192634560906513,0.7195467422096318,0.8073654390934845,389569.46458923514,7319257.902368243,0.6359881719984831
none,reasoning,1.0,cluster_mean_median_wsize,353,0.9971751412429378,0.41076487252124644,0.7082152974504249,0.8101983002832861,389569.31444759207,7319257.902382047,0.6193959139164574
none,reasoning,1.0,cluster_mean_median_wsqrt,353,0.9971751412429378,0.42776203966005666,0.7252124645892352,0.8215297450424929,389568.45609065157,7319257.902349667,0.6326522922475063
none,reasoning,1.0,cluster_mean_mode,353,0.9971751412429378,0.4475920679886686,0.7337110481586402,0.8243626062322946,389568.6487252125,7319257.902351321,0.6433888765728303
none,reasoning,1.0,cluster_mean_mode_wsize,353,0.9971751412429378,0.4192634560906516,0.7053824362606232,0.8101983002832861,389569.4815864023,7319257.902383366,0.6230446164344576
none,reasoning,1.0,cluster_mean_mode_wsqrt,353,0.9971751412429378,0.43909348441926344,0.7138810198300283,0.8243626062322946,389569.1756373938,7319257.902381877,0.637071060560052
none,reasoning,1.0,cluster_median_mean,353,0.9971751412429378,0.3654390934844193,0.6572237960339944,0.7705382436260623,389586.223796034,7319503.108389261,0.579120591282889
none,reasoning,1.0,cluster_median_mean_wsize,353,0.9971751412429378,0.4192634560906516,0.7195467422096318,0.8016997167138811,389584.3626062323,7319503.108329443,0.623065670328158
none,reasoning,1.0,cluster_median_mean_wsqrt,353,0.9971751412429378,0.3937677053824363,0.6912181303116147,0.7847025495750708,389585.164305949,7319503.108350964,0.6016143360984738
none,reasoning,1.0,cluster_median_median,353,0.9971751412429378,0.44192634560906513,0.7308781869688386,0.8186968838526912,389582.507082153,7319503.10823791,0.6401599317262732
none,reasoning,1.0,cluster_median_median_wsize,353,0.9971751412429378,0.47875354107648727,0.7762039660056658,0.8413597733711048,389581.43342776207,7319503.1082229,0.6707944788983939
none,reasoning,1.0,cluster_median_median_wsqrt,353,0.9971751412429378,0.48725212464589235,0.7762039660056658,0.8441926345609065,389581.43342776207,7319503.108222911,0.6752090209191682
none,reasoning,1.0,cluster_median_mode,353,0.9971751412429378,0.46175637393767704,0.7535410764872521,0.8328611898016998,389583.0481586402,7319503.108282081,0.6565257475639751
none,reasoning,1.0,cluster_median_mode_wsize,353,0.9971751412429378,0.49291784702549574,0.7847025495750708,0.8470254957507082,389581.328611898,7319503.10822274,0.6805599242895108
none,reasoning,1.0,cluster_median_mode_wsqrt,353,0.9971751412429378,0.49575070821529743,0.7762039660056658,0.8470254957507082,389581.3541076487,7319503.108222762,0.6802353197156146
none,reasoning,1.0,cluster_mode_mean,353,0.9971751412429378,0.3597733711048159,0.6543909348441926,0.7705382436260623,389579.1954674221,7319371.696777049,0.5751964383557026
none,reasoning,1.0,cluster_mode_mean_wsize,353,0.9971751412429378,0.44192634560906513,0.7337110481586402,0.8101983002832861,389577.31444759207,7319371.696718322,0.6376421637621447
none,reasoning,1.0,cluster_mode_mean_wsqrt,353,0.9971751412429378,0.3937677053824363,0.6940509915014165,0.7818696883852692,389578.1331444759,7319371.6967392415,0.6023403584352843
none,reasoning,1.0,cluster_mode_median,353,0.9971751412429378,0.45609065155807366,0.7308781869688386,0.8243626062322946,389575.50991501415,7319371.696627604,0.6476472534324974
none,reasoning,1.0,cluster_mode_median_wsize,353,0.9971751412429378,0.49008498583569404,0.7903682719546742,0.8498583569405099,389574.39376770536,7319371.696612586,0.6802483186601213
none,reasoning,1.0,cluster_mode_median_wsqrt,353,0.9971751412429378,0.5014164305949008,0.7903682719546742,0.8555240793201133,389574.39376770536,7319371.6966126,0.6861265056289598
none,reasoning,1.0,cluster_mode_mode,353,0.9971751412429378,0.46742209631728043,0.7507082152974505,0.8328611898016998,389576.07648725214,7319371.696671769,0.6584928078879763
none,reasoning,1.0,cluster_mode_mode_wsize,353,0.9971751412429378,0.5070821529745042,0.7988668555240793,0.8583569405099151,389574.2804532578,7319371.696612422,0.6917337154879035
none,reasoning,1.0,cluster_mode_mode_wsqrt,353,0.9971751412429378,0.5127478753541076,0.7932011331444759,0.8583569405099151,389574.30028328614,7319371.696612444,0.6932976850405417
none,reasoning,1.0,dedup_k_mean,353,0.9971751412429378,0.24362606232294617,0.5297450424929179,0.660056657223796,389577.09915014164,7319235.1227361895,0.4763089202260802
none,reasoning,1.0,dedup_k_median,353,0.9971751412429378,0.31728045325779036,0.6373937677053825,0.7932011331444759,389593.88101983,7319634.520381915,0.556432075177761
none,reasoning,1.0,dedup_k_mode,353,0.9971751412429378,0.33994334277620397,0.6487252124645893,0.7818696883852692,389593.7280453258,7319634.520382362,0.5699116757676244
none,reasoning,1.0,dedup_text_mean,353,0.9971751412429378,0.3597733711048159,0.6487252124645893,0.7705382436260623,389572.104815864,7319257.902472281,0.5756300315421241
none,reasoning,1.0,dedup_text_median,353,0.9971751412429378,0.49575070821529743,0.7762039660056658,0.8470254957507082,389581.3852691218,7319503.108222854,0.6802315695339386
none,reasoning,1.0,dedup_text_mode,353,0.9971751412429378,0.49291784702549574,0.7847025495750708,0.8526912181303116,389574.28895184136,7319371.696612331,0.6816356973544976
none,reasoning,1.0,mean,353,0.9971751412429378,0.3597733711048159,0.6487252124645893,0.7705382436260623,389572.104815864,7319257.902472281,0.5756300315421241
none,reasoning,1.0,median,353,0.9971751412429378,0.49575070821529743,0.7762039660056658,0.8470254957507082,389581.3852691218,7319503.108222854,0.6802315695339386
none,reasoning,1.0,mode,353,0.9971751412429378,0.49291784702549574,0.7847025495750708,0.8526912181303116,389574.28895184136,7319371.696612331,0.6816356973544976
none,reasoning,1.0,trimmed_mean_10,353,0.9971751412429378,0.4447592067988669,0.7223796033994334,0.8271954674220963,389570.059490085,7319257.902436571,0.6426266059783992
none,reasoning,1.0,winsor_mean_10,353,0.9971751412429378,0.43059490084985835,0.6997167138810199,0.8186968838526912,389570.3031161473,7319257.90244769,0.6299096447675278
